A0A183	IPI00807623
Q8BGB8	IPI00221564
Q8BGC0	IPI00221566
Q8BGC0	IPI00775823
Q8BGC1	IPI00339747
Q8BGC1	IPI00406052
Q8BGC1	IPI00867910
Q8BGC3	IPI00221568
Q8BGC4	IPI00221569
Q8BGC9	IPI00221573
Q8BGD0	IPI00278267
Q8BGD0	IPI00453972
Q8BGD4	IPI00221576
Q8BGD5	IPI00221577
Q8BGD6	IPI00453534
Q8BGD7	IPI00221579
Q8BGD8	IPI00221580
Q8BGD9	IPI00221581
Q8BGE5	IPI00471330
Q8BGE5	IPI00654953
Q8BGE5	IPI00654989
Q8BGE5	IPI00655127
Q8BGE6	IPI00387185
Q8BGE7	IPI00407811
Q8BGE9	IPI00221590
Q8BGF3	IPI00221593
Q8BGF6	IPI00467315
Q8BGF7	IPI00221595
Q8BGF7	IPI00830428
Q8BGF7	IPI00831588
Q8BGF7	IPI00831685
Q8BGF8	IPI00221596
Q8BGF9	IPI00402910
Q8BGG0	IPI00221599
Q8BGG6	IPI00221603
Q8BGG7	IPI00331539
Q8BGG7	IPI00761651
Q8BGG9	IPI00221606
Q8BGG9	IPI00648386
Q8BGH2	IPI00221608
Q8BGH4	IPI00404079
Q8BGH7	IPI00221611
Q8BGI1	IPI00221618
Q8BGI3	IPI00221619
Q8BGI4	IPI00221620
Q8BGI5	IPI00108548
Q8BGI5	IPI00416417
Q8BGI7	IPI00221622
Q8BGJ0	IPI00221625
Q8BGJ3	IPI00750527
Q8BGJ9	IPI00221628
Q8BGK2	IPI00221629
Q8BGK5	IPI00396670
Q8BGK6	IPI00221632
Q8BGK6	IPI00895980
Q8BGK9	IPI00221633
Q8BGL1	IPI00221634
Q8BGM5	IPI00221643
Q8BGM7	IPI00221645
Q8BGM7	IPI00468404
Q8BGN2	IPI00112590
Q8BGN2	IPI00308076
Q8BGN3	IPI00308077
Q8BGN5	IPI00875407
Q8BGN6	IPI00221652
Q8BGN8	IPI00331165
Q8BGN8	IPI00378621
Q8BGN9	IPI00221653
Q8BGP5	IPI00221658
Q8BGP6	IPI00226854
Q8BGP6	IPI00849619
Q8BGQ1	IPI00229865
Q8BGQ1	IPI00400395
Q8BGQ2	IPI00221667
Q8BGQ4	IPI00221669
Q8BGQ4	IPI00322294
Q8BGQ4	IPI00331740
Q8BGQ6	IPI00223931
Q8BGQ6	IPI00377402
Q8BGQ7	IPI00321308
Q8BGR2	IPI00350794
Q8BGR5	IPI00221682
Q8BGR5	IPI00410953
Q8BGR6	IPI00221685
Q8BGR8	IPI00278091
Q8BGR8	IPI00380384
Q8BGR9	IPI00221688
Q8BGR9	IPI00761674
Q8BGS0	IPI00221690
Q8BGS0	IPI00607974
Q8BGS1	IPI00116447
Q8BGS1	IPI00469962
Q8BGS1	IPI00890848
Q8BGS2	IPI00221694
Q8BGS2	IPI00410755
Q8BGS3	IPI00221695
Q8BGS3	IPI00408477
Q8BGS7	IPI00121485
Q8BGS7	IPI00402929
Q8BGT0	IPI00221706
Q8BGT5	IPI00265352
Q8BGT6	IPI00403239
Q8BGT6	IPI00411026
Q8BGT6	IPI00411027
Q8BGT7	IPI00221714
Q8BGT8	IPI00224093
Q8BGT8	IPI00896093
Q8BGT9	IPI00221718
Q8BGU2	IPI00221722
Q8BGU5	IPI00308149
Q8BGU5	IPI00471272
Q8BGV0	IPI00312759
Q8BGV3	IPI00115854
Q8BGV4	IPI00223204
Q8BGV7	IPI00228759
Q8BGV8	IPI00308161
Q8BGV9	IPI00387190
Q8BGW0	IPI00221746
Q8BGW0	IPI00227679
Q8BGW0	IPI00798458
Q8BGW0	IPI00798478
Q8BGW0	IPI00798496
Q8BGW1	IPI00280462
Q8BGW1	IPI00845534
Q8BGW1	IPI00845571
Q8BGW1	IPI00845590
Q8BGW2	IPI00153302
Q8BGW2	IPI00762048
Q8BGW2	IPI00762733
Q8BGW2	IPI00762882
Q8BGW3	IPI00308168
Q8BGW4	IPI00269565
Q8BGW5	IPI00309733
Q8BGW5	IPI00894792
Q8BGW6	IPI00221753
Q8BGW6	IPI00408159
Q8BGW8	IPI00221757
Q8BGW9	IPI00221758
Q8BGX0	IPI00228766
Q8BGX0	IPI00318062
Q8BGX0	IPI00404623
Q8BGX1	IPI00221764
Q8BGX2	IPI00266836
Q8BGX3	IPI00221765
Q8BGX4	IPI00399506
Q8BGX7	IPI00221771
Q8BGX7	IPI00788380
Q8BGX7	IPI00788434
Q8BGY2	IPI00331514
Q8BGY3	IPI00453486
Q8BGY4	IPI00221777
Q8BGY4	IPI00283294
Q8BGY4	IPI00762485
Q8BGY5	IPI00221779
Q8BGY6	IPI00457390
Q8BGY7	IPI00221782
Q8BGY9	IPI00308200
Q8BGZ1	IPI00221788
Q8BGZ2	IPI00261542
Q8BGZ2	IPI00283461
Q8BGZ3	IPI00469940
Q8BGZ4	IPI00221793
Q8BGZ4	IPI00943370
Q8BGZ7	IPI00221797
Q8BGZ8	IPI00308209
Q8BH00	IPI00267407
Q8BH01	IPI00308164
Q8BH01	IPI00622148
Q8BH01	IPI00788449
Q8BH02	IPI00221666
Q8BH04	IPI00223060
Q8BH05	IPI00387187
Q8BH06	IPI00221671
Q8BH06	IPI00408737
Q8BH06	IPI00462526
Q8BH06	IPI00654905
Q8BH06	IPI00876194
Q8BH07	IPI00308101
Q8BH10	IPI00988532
Q8BH15	IPI00221683
Q8BH15	IPI00880460
Q8BH15	IPI00880595
Q8BH15	IPI00880686
Q8BH15	IPI00880836
Q8BH15	IPI00880946
Q8BH16	IPI00112966
Q8BH18	IPI00221687
Q8BH24	IPI00626537
Q8BH26	IPI00221700
Q8BH27	IPI00221701
Q8BH31	IPI00308132
Q8BH32	IPI00410815
Q8BH32	IPI00625566
Q8BH34	IPI00221711
Q8BH35	IPI00121274
Q8BH35	IPI00407656
Q8BH43	IPI00221723
Q8BH44	IPI00221725
Q8BH47	IPI00308221
Q8BH48	IPI00109614
Q8BH48	IPI00224859
Q8BH49	IPI00221729
Q8BH50	IPI00466384
Q8BH50	IPI00874579
Q8BH51	IPI00221733
Q8BH52	IPI00266906
Q8BH53	IPI00221736
Q8BH53	IPI00316772
Q8BH53	IPI00885947
Q8BH53	IPI00886105
Q8BH55	IPI00221739
Q8BH57	IPI00336198
Q8BH57	IPI00659186
Q8BH57	IPI00677198
Q8BH58	IPI00221741
Q8BH59	IPI00308162
Q8BH60	IPI00221745
Q8BH60	IPI00655113
Q8BH61	IPI00402967
Q8BH64	IPI00402968
Q8BH65	IPI00468916
Q8BH65	IPI00849716
Q8BH65	IPI00849917
Q8BH65	IPI00850567
Q8BH66	IPI00221754
Q8BH69	IPI00221759
Q8BH70	IPI00221762
Q8BH73	IPI00387191
Q8BH73	IPI00857193
Q8BH74	IPI00221767
Q8BH75	IPI00308182
Q8BH75	IPI00720089
Q8BH79	IPI00308184
Q8BH79	IPI00848634
Q8BH79	IPI00848794
Q8BH79	IPI00848909
Q8BH82	IPI00221775
Q8BH83	IPI00221776
Q8BH86	IPI00308195
Q8BH86	IPI00416621
Q8BH88	IPI00221784
Q8BH89	IPI00221785
Q8BH93	IPI00221790
Q8BH95	IPI00454049
Q8BH97	IPI00221798
Q8BH98	IPI00221801
Q8BHA0	IPI00221812
Q8BHA1	IPI00221813
Q8BHA3	IPI00221814
Q8BHA3	IPI00798442
Q8BHA9	IPI00221818
Q8BHB0	IPI00221820
Q8BHB3	IPI00319590
Q8BHB4	IPI00221822
Q8BHB7	IPI00221824
Q8BHB7	IPI00831098
Q8BHB9	IPI00221825
Q8BHC0	IPI00308245
Q8BHC1	IPI00272230
Q8BHC4	IPI00886236
Q8BHC7	IPI00319986
Q8BHC9	IPI00221833
Q8BHD0	IPI00221836
Q8BHD1	IPI00221837
Q8BHD4	IPI00624683
Q8BHD4	IPI00648734
Q8BHD4	IPI00885747
Q8BHD7	IPI00221840
Q8BHD7	IPI00975110
Q8BHD8	IPI00221841
Q8BHE0	IPI00221843
Q8BHE1	IPI00221844
Q8BHE3	IPI00221845
Q8BHE4	IPI00221846
Q8BHE5	IPI00221847
Q8BHE8	IPI00221850
Q8BHF7	IPI00221857
Q8BHG1	IPI00408822
Q8BHG2	IPI00120915
Q8BHG2	IPI00133735
Q8BHG2	IPI00649435
Q8BHG3	IPI00221859
Q8BHG9	IPI00221863
Q8BHH1	IPI00170376
Q8BHH2	IPI00221865
Q8BHH8	IPI00221868
Q8BHH9	IPI00798553
Q8BHI4	IPI00308276
Q8BHI7	IPI00308278
Q8BHI9	IPI00221877
Q8BHJ5	IPI00308283
Q8BHJ6	IPI00221879
Q8BHJ7	IPI00221880
Q8BHJ9	IPI00221882
Q8BHK0	IPI00221883
Q8BHK1	IPI00221884
Q8BHK2	IPI00221885
Q8BHK3	IPI00170352
Q8BHK3	IPI00889299
Q8BHK6	IPI00128903
Q8BHK6	IPI00403054
Q8BHK6	IPI00453619
Q8BHK6	IPI00474472
Q8BHK9	IPI00221889
Q8BHL3	IPI00469012
Q8BHL4	IPI00321753
Q8BHL5	IPI00402900
Q8BHL5	IPI00468079
Q8BHL5	IPI00756692
Q8BHL6	IPI00221893
Q8BHL7	IPI00221894
Q8BHL8	IPI00403055
Q8BHM9	IPI00221903
Q8BHN0	IPI00340241
Q8BHN0	IPI00404418
Q8BHN1	IPI00474617
Q8BHN1	IPI00474869
Q8BHN1	IPI00831011
Q8BHN3	IPI00115679
Q8BHN3	IPI00403058
Q8BHN3	IPI00421253
Q8BHN5	IPI00221908
Q8BHN7	IPI00340244
Q8BHN7	IPI00867859
Q8BHN9	IPI00336214
Q8BHP2	IPI00221914
Q8BHP7	IPI00221918
Q8BHR2	IPI00221938
Q8BHR2	IPI00378019
Q8BHR8	IPI00272231
Q8BHR8	IPI00625959
Q8BHS3	IPI00221951
Q8BHS6	IPI00308332
Q8BHS8	IPI00221955
Q8BHS8	IPI00651917
Q8BHS8	IPI00654139
Q8BHS8	IPI00761601
Q8BHS8	IPI00762188
Q8BHS8	IPI00762632
Q8BHT6	IPI00761932
Q8BHT6	IPI00798502
Q8BHT7	IPI00221969
Q8BHW2	IPI00874479
Q8BHW5	IPI00222012
Q8BHW5	IPI00403086
Q8BHW5	IPI00471018
Q8BHW6	IPI00222014
Q8BHW9	IPI00222018
Q8BHW9	IPI00844718
Q8BHX1	IPI00153399
Q8BHX3	IPI00221934
Q8BHX3	IPI00621765
Q8BHX3	IPI00762139
Q8BHY2	IPI00330054
Q8BHY3	IPI00850544
Q8BHY3	IPI01026742
Q8BHY8	IPI00987304
Q8BHZ0	IPI00222044
Q8BHZ4	IPI00308391
Q8BHZ5	IPI00411044
Q8BHZ5	IPI00752722
Q8BI06	IPI00110223
Q8BI06	IPI00410991
Q8BI06	IPI00420167
Q8BI08	IPI00221932
Q8BI17	IPI00221943
Q8BI17	IPI00896055
Q8BI21	IPI00221948
Q8BI21	IPI00515598
Q8BI22	IPI00556912
Q8BI22	IPI00880270
Q8BI29	IPI00308334
Q8BI29	IPI00885958
Q8BI36	IPI00282413
Q8BI36	IPI00467159
Q8BI55	IPI00271926
Q8BI55	IPI00470009
Q8BI66	IPI00222013
Q8BI66	IPI00867902
Q8BI67	IPI00761588
Q8BI69	IPI00222017
Q8BI71	IPI00222020
Q8BI72	IPI00263028
Q8BI73	IPI00135173
Q8BI79	IPI00222001
Q8BI79	IPI00222029
Q8BI79	IPI00648466
Q8BI84	IPI00222037
Q8BI84	IPI00845556
Q8BI84	IPI00850156
Q8BI99	IPI00222064
Q8BIA3	IPI00896675
Q8BIA4	IPI00378206
Q8BIA4	IPI00378207
Q8BID6	IPI00132516
Q8BID6	IPI00400436
Q8BID8	IPI00377604
Q8BIE6	IPI00222107
Q8BIE6	IPI00465706
Q8BIF0	IPI00153829
Q8BIF0	IPI00222113
Q8BIF2	IPI00222115
Q8BIF2	IPI00408241
Q8BIF2	IPI00648836
Q8BIF2	IPI00720112
Q8BIF2	IPI00894965
Q8BIF9	IPI00222117
Q8BIG2	IPI00222120
Q8BIG4	IPI00222122
Q8BIG7	IPI00222125
Q8BIH0	IPI00454138
Q8BIH0	IPI00844747
Q8BIH0	IPI00844759
Q8BII1	IPI00270030
Q8BIJ6	IPI00453499
Q8BIJ7	IPI00222147
Q8BIK4	IPI00337050
Q8BIK4	IPI00462129
Q8BIK4	IPI00986307
Q8BIK6	IPI00874824
Q8BIL2	IPI00222160
Q8BIL5	IPI00170157
Q8BIL5	IPI00399986
Q8BIP0	IPI00273767
Q8BIQ3	IPI00222204
Q8BIQ5	IPI00457575
Q8BIQ5	IPI00607981
Q8BIQ8	IPI00222209
Q8BIR2	IPI00222216
Q8BIR2	IPI00874853
Q8BIS8	IPI00222237
Q8BIS8	IPI00606511
Q8BIV3	IPI00471224
Q8BIV7	IPI00280307
Q8BIW1	IPI00453531
Q8BIW9	IPI00153429
Q8BIX3	IPI00222310
Q8BIX3	IPI00788481
Q8BIX9	IPI00346341
Q8BIX9	IPI00885912
Q8BIY1	IPI00222320
Q8BIY3	IPI00308549
Q8BIZ0	IPI00222278
Q8BIZ1	IPI00457583
Q8BIZ1	IPI00457597
Q8BIZ1	IPI00664176
Q8BIZ1	IPI00673967
Q8BIZ1	IPI00890253
Q8BIZ6	IPI00308559
Q8BJ03	IPI00222203
Q8BJ03	IPI00267596
Q8BJ05	IPI00118364
Q8BJ05	IPI00380641
Q8BJ05	IPI00408978
Q8BJ05	IPI00461416
Q8BJ25	IPI00308501
Q8BJ34	IPI00461878
Q8BJ34	IPI00469394
Q8BJ34	IPI00659945
Q8BJ34	IPI00828522
Q8BJ34	IPI01007709
Q8BJ37	IPI00222253
Q8BJ42	IPI00222263
Q8BJ42	IPI00467058
Q8BJ48	IPI00222272
Q8BJ51	IPI00387203
Q8BJ51	IPI00649679
Q8BJ52	IPI00222277
Q8BJ52	IPI00876211
Q8BJ56	IPI00120824
Q8BJ56	IPI00653929
Q8BJ56	IPI00848793
Q8BJ63	IPI00222243
Q8BJ63	IPI00380377
Q8BJ63	IPI00380378
Q8BJ64	IPI00273146
Q8BJ66	IPI00308536
Q8BJ71	IPI00222307
Q8BJ71	IPI00410800
Q8BJ73	IPI00222311
Q8BJ73	IPI00756214
Q8BJ83	IPI00133184
Q8BJ83	IPI00222321
Q8BJ90	IPI00222330
Q8BJA2	IPI00222354
Q8BJA3	IPI00222355
Q8BJA3	IPI00330579
Q8BJA3	IPI00405482
Q8BJA3	IPI00753826
Q8BJD1	IPI00222369
Q8BJE2	IPI00222377
Q8BJF9	IPI00222386
Q8BJG4	IPI00308590
Q8BJH1	IPI00222393
Q8BJH1	IPI00653324
Q8BJI1	IPI00229554
Q8BJI4	IPI00222404
Q8BJK1	IPI00222411
Q8BJL0	IPI00403353
Q8BJL0	IPI00553252
Q8BJL0	IPI00830468
Q8BJL0	IPI00918417
Q8BJL1	IPI00308607
Q8BJM3	IPI00222426
Q8BJM5	IPI00469280
Q8BJM7	IPI00336263
Q8BJM7	IPI00652338
Q8BJN4	IPI00222431
Q8BJQ2	IPI00330276
Q8BJQ4	IPI00222444
Q8BJQ9	IPI00331276
Q8BJR6	IPI00222455
Q8BJS4	IPI00380009
Q8BJS4	IPI00460291
Q8BJS4	IPI00969334
Q8BJS7	IPI00222467
Q8BJS8	IPI00330521
Q8BJS8	IPI00889228
Q8BJS8	IPI00889232
Q8BJU0	IPI00116331
Q8BJU0	IPI00399631
Q8BJU2	IPI00222480
Q8BJU9	IPI00222491
Q8BJW5	IPI00153791
Q8BJW5	IPI00457454
Q8BJW6	IPI00119806
Q8BJW6	IPI00845539
Q8BJW7	IPI00308662
Q8BJY1	IPI00457661
Q8BJZ3	IPI00222536
Q8BJZ3	IPI00395029
Q8BJZ4	IPI00222538
Q8BK03	IPI00222443
Q8BK03	IPI00652506
Q8BK06	IPI00311910
Q8BK06	IPI00474493
Q8BK06	IPI00553759
Q8BK08	IPI00222447
Q8BK26	IPI00222466
Q8BK26	IPI00649610
Q8BK30	IPI00403381
Q8BK48	IPI00222489
Q8BK58	IPI00222501
Q8BK62	IPI00308658
Q8BK63	IPI00330729
Q8BK63	IPI00467055
Q8BK64	IPI00153740
Q8BK67	IPI00222509
Q8BK72	IPI00222514
Q8BK75	IPI00222516
Q8BK75	IPI00406523
Q8BK84	IPI00222524
Q8BKA3	IPI00222561
Q8BKA3	IPI00877199
Q8BKC5	IPI00409936
Q8BKC5	IPI00626994
Q8BKC8	IPI00341034
Q8BKC8	IPI00830658
Q8BKC8	IPI00929848
Q8BKD6	IPI00222576
Q8BKE5	IPI00222581
Q8BKE5	IPI00454169
Q8BKE6	IPI00222582
Q8BKE9	IPI00222584
Q8BKF1	IPI00308717
Q8BKG3	IPI00222589
Q8BKG4	IPI00222590
Q8BKH7	IPI00222598
Q8BKH7	IPI00753635
Q8BKH7	IPI00757217
Q8BKI2	IPI00226311
Q8BKI2	IPI00454102
Q8BKJ9	IPI00380790
Q8BKK4	IPI00308729
Q8BKK4	IPI00403493
Q8BKK4	IPI00652174
Q8BKK5	IPI00224188
Q8BKN5	IPI00403501
Q8BKN5	IPI00652541
Q8BKN5	IPI00889315
Q8BKN6	IPI00222629
Q8BKR5	IPI00279642
Q8BKS9	IPI00222675
Q8BKT2	IPI00115087
Q8BKT3	IPI00222681
Q8BKT3	IPI00808175
Q8BKT6	IPI00222685
Q8BKT6	IPI00458787
Q8BKT7	IPI00222687
Q8BKT8	IPI00126260
Q8BKT8	IPI00828571
Q8BKU8	IPI00660240
Q8BKU8	IPI00677395
Q8BKU8	IPI00850176
Q8BKV0	IPI00111601
Q8BKV0	IPI00556694
Q8BKV1	IPI00222709
Q8BKW4	IPI00222724
Q8BKW4	IPI00660338
Q8BKX1	IPI00124778
Q8BKX1	IPI00222731
Q8BKX1	IPI00459465
Q8BKX1	IPI00649474
Q8BKX6	IPI00403352
Q8BKX6	IPI00742306
Q8BKX6	IPI00742338
Q8BKX7	IPI00123438
Q8BKX7	IPI00380230
Q8BKX7	IPI00380927
Q8BKY8	IPI00222753
Q8BKZ9	IPI00222767
Q8BL00	IPI00757449
Q8BL03	IPI00308756
Q8BL06	IPI00222648
Q8BL06	IPI00757496
Q8BL06	IPI00915079
Q8BL07	IPI00222651
Q8BL43	IPI00222703
Q8BL43	IPI00890945
Q8BL48	IPI00308784
Q8BL48	IPI00411163
Q8BL65	IPI00226694
Q8BL65	IPI00312739
Q8BL65	IPI00463583
Q8BL65	IPI00468743
Q8BL65	IPI00480577
Q8BL66	IPI00453776
Q8BL74	IPI00308807
Q8BL80	IPI00222742
Q8BL80	IPI00407698
Q8BL80	IPI00831074
Q8BL86	IPI00222749
Q8BL97	IPI00153743
Q8BL97	IPI00222763
Q8BL97	IPI00474158
Q8BL97	IPI00474169
Q8BL99	IPI00118309
Q8BL99	IPI00222766
Q8BL99	IPI00661400
Q8BL99	IPI00856654
Q8BL99	IPI00857801
Q8BL99	IPI00857898
Q8BLA1	IPI00222769
Q8BLA8	IPI00222774
Q8BLB0	IPI00222776
Q8BLB7	IPI00222779
Q8BLB7	IPI00556705
Q8BLB7	IPI00556736
Q8BLB8	IPI00222780
Q8BLC3	IPI00222784
Q8BLD6	IPI00222792
Q8BLD9	IPI00222795
Q8BLE7	IPI00120342
Q8BLF1	IPI00403586
Q8BLF2	IPI00222802
Q8BLF2	IPI00277142
Q8BLF2	IPI00648015
Q8BLF2	IPI00648945
Q8BLF2	IPI00649540
Q8BLF2	IPI00649572
Q8BLF2	IPI00875258
Q8BLG0	IPI00336794
Q8BLG0	IPI00751871
Q8BLG2	IPI00453518
Q8BLH5	IPI00387221
Q8BLH7	IPI00222813
Q8BLI0	IPI00830597
Q8BLI0	IPI00928251
Q8BLI4	IPI00222819
Q8BLJ3	IPI00308851
Q8BLK3	IPI00222833
Q8BLK9	IPI00223078
Q8BLK9	IPI00268901
Q8BLK9	IPI00308854
Q8BLK9	IPI00750491
Q8BLM0	IPI00119232
Q8BLN5	IPI00169958
Q8BLN6	IPI00775839
Q8BLN6	IPI00856133
Q8BLQ0	IPI00222860
Q8BLQ7	IPI00403642
Q8BLQ9	IPI00453537
Q8BLQ9	IPI00850457
Q8BLQ9	IPI00850833
Q8BLR2	IPI00108980
Q8BLR5	IPI00222876
Q8BLR7	IPI00222879
Q8BLR7	IPI00458191
Q8BLR7	IPI00466986
Q8BLR9	IPI00652254
Q8BLR9	IPI00742317
Q8BLS7	IPI00222893
Q8BLU2	IPI00462231
Q8BLV3	IPI00222921
Q8BLV3	IPI00403540
Q8BLX4	IPI00750896
Q8BLX7	IPI00648306
Q8BLX7	IPI00649075
Q8BLY1	IPI00222945
Q8BLY1	IPI00380801
Q8BLY2	IPI00229726
Q8BLY3	IPI00222949
Q8BLY7	IPI00387223
Q8BM13	IPI00114295
Q8BM14	IPI00274928
Q8BM14	IPI00845560
Q8BM15	IPI00222875
Q8BM39	IPI00222907
Q8BM39	IPI00340720
Q8BM47	IPI00222917
Q8BM47	IPI00889322
Q8BM54	IPI00308911
Q8BM54	IPI00474247
Q8BM55	IPI00222924
Q8BM55	IPI00830369
Q8BM55	IPI00886355
Q8BM65	IPI00222931
Q8BM65	IPI00460693
Q8BM65	IPI00752658
Q8BM65	IPI00956773
Q8BM65	IPI01008277
Q8BM72	IPI00222937
Q8BM72	IPI00607013
Q8BM75	IPI00322729
Q8BM75	IPI00399775
Q8BM75	IPI00855014
Q8BM81	IPI00387222
Q8BM85	IPI00222950
Q8BM85	IPI00828761
Q8BM88	IPI00453524
Q8BM89	IPI00986759
Q8BM92	IPI00222958
Q8BM96	IPI00222961
Q8BMA3	IPI00222975
Q8BMA3	IPI00874640
Q8BMA5	IPI00352320
Q8BMA6	IPI00222977
Q8BMB0	IPI00416315
Q8BMB0	IPI00416316
Q8BMB0	IPI00416317
Q8BMB3	IPI00222983
Q8BMC0	IPI00222991
Q8BMC1	IPI00222992
Q8BMC3	IPI00354186
Q8BMC4	IPI00330623
Q8BMD2	IPI00453958
Q8BMD2	IPI00551085
Q8BMD2	IPI01007929
Q8BMD5	IPI00110245
Q8BMD5	IPI00341559
Q8BMD5	IPI00856312
Q8BMD5	IPI00856968
Q8BMD5	IPI00858171
Q8BMD6	IPI00380225
Q8BMD6	IPI00409254
Q8BMD7	IPI00460861
Q8BMD7	IPI00625800
Q8BMD8	IPI00468924
Q8BME9	IPI00265300
Q8BMF3	IPI00308976
Q8BMF4	IPI00153660
Q8BMF5	IPI00273856
Q8BMF8	IPI00223023
Q8BMG1	IPI00223024
Q8BMG7	IPI00555130
Q8BMG7	IPI00944792
Q8BMG8	IPI00169537
Q8BMI0	IPI00341601
Q8BMI3	IPI00403332
Q8BMI4	IPI00624763
Q8BMI4	IPI00880889
Q8BMJ2	IPI00453819
Q8BMJ3	IPI00308984
Q8BMJ7	IPI00223042
Q8BMJ8	IPI00223043
Q8BMK0	IPI00223045
Q8BMK1	IPI00226633
Q8BMK1	IPI00379504
Q8BMK4	IPI00223047
Q8BMK5	IPI00223048
Q8BMK5	IPI00895181
Q8BML1	IPI00223052
Q8BMN3	IPI00263112
Q8BMN3	IPI00309012
Q8BMN4	IPI00223063
Q8BMP4	IPI00387226
Q8BMP6	IPI00129907
Q8BMQ2	IPI00223076
Q8BMQ2	IPI00417149
Q8BMQ2	IPI00417150
Q8BMQ3	IPI00268218
Q8BMQ3	IPI00828460
Q8BMQ8	IPI00223080
Q8BMS1	IPI00223092
Q8BMS2	IPI00309041
Q8BMS4	IPI00467124
Q8BMS9	IPI00223102
Q8BMT4	IPI00404394
Q8BMT4	IPI00654975
Q8BMT4	IPI00655228
Q8BMT9	IPI00223115
Q8BMT9	IPI00670095
Q8BMU0	IPI00273668
Q8BMU0	IPI00914729
Q8BMW7	IPI00876038
Q8BMY7	IPI00223166
Q8BMZ5	IPI00320543
Q8BMZ5	IPI00453497
Q8BN21	IPI00223614
Q8BN21	IPI00319816
Q8BN21	IPI00377449
Q8BN57	IPI00263818
Q8BN58	IPI00223135
Q8BN58	IPI00831398
Q8BN58	IPI00831717
Q8BN59	IPI00309063
Q8BN78	IPI00309068
Q8BN82	IPI00264331
Q8BN82	IPI00407283
Q8BN82	IPI00416350
Q8BNA6	IPI00357173
Q8BNA6	IPI00828569
Q8BNA6	IPI00889292
Q8BND3	IPI00318154
Q8BND3	IPI01007988
Q8BND4	IPI00223230
Q8BND5	IPI00223231
Q8BND5	IPI00469211
Q8BND5	IPI00788412
Q8BND5	IPI00788476
Q8BNE1	IPI00134159
Q8BNE1	IPI00462723
Q8BNE1	IPI00885521
Q8BNE1	IPI00885936
Q8BNI4	IPI00114824
Q8BNI4	IPI00453511
Q8BNJ2	IPI00469188
Q8BNJ3	IPI00309131
Q8BNJ6	IPI00223269
Q8BNJ6	IPI00553243
Q8BNL5	IPI00280162
Q8BNN1	IPI00223290
Q8BNN1	IPI00652084
Q8BNQ3	IPI00119280
Q8BNU0	IPI00403909
Q8BNU0	IPI00762866
Q8BNV1	IPI00403912
Q8BNW9	IPI00672611
Q8BNX1	IPI00223352
Q8BNX7	IPI00223356
Q8BNY6	IPI00113521
Q8BP00	IPI00408597
Q8BP00	IPI00410797
Q8BP01	IPI00223392
Q8BP07	IPI00223395
Q8BP07	IPI00227286
Q8BP07	IPI00885800
Q8BP22	IPI00224642
Q8BP27	IPI00458153
Q8BP27	IPI00653368
Q8BP27	IPI00761240
Q8BP31	IPI00342402
Q8BP40	IPI00457974
Q8BP40	IPI00624175
Q8BP47	IPI00223415
Q8BP48	IPI00272622
Q8BP56	IPI00223420
Q8BP56	IPI00556706
Q8BP56	IPI00890121
Q8BP67	IPI00762051
Q8BP71	IPI00153656
Q8BP71	IPI00223425
Q8BP71	IPI00331207
Q8BP71	IPI00606741
Q8BP71	IPI00785326
Q8BP71	IPI00877224
Q8BP71	IPI00877264
Q8BP71	IPI00877283
Q8BP71	IPI00886410
Q8BP74	IPI00223427
Q8BP74	IPI00845578
Q8BP78	IPI00223429
Q8BP78	IPI00652478
Q8BP86	IPI00223432
Q8BP86	IPI00655178
Q8BP86	IPI00989372
Q8BP92	IPI00474959
Q8BP97	IPI00223438
Q8BP97	IPI00623978
Q8BP99	IPI00223440
Q8BPA8	IPI00265122
Q8BPA8	IPI00462796
Q8BPB0	IPI00223454
Q8BPB5	IPI00223457
Q8BPC6	IPI00223465
Q8BPE4	IPI00223475
Q8BPG6	IPI00223483
Q8BPI1	IPI00466877
Q8BPI1	IPI00923052
Q8BPM0	IPI00621301
Q8BPM0	IPI00857742
Q8BPM0	IPI01008183
Q8BPM2	IPI00225230
Q8BPM2	IPI00276646
Q8BPM6	IPI00349600
Q8BPM6	IPI00461473
Q8BPM6	IPI00856875
Q8BPN8	IPI00853917
Q8BPN8	IPI00853932
Q8BPN8	IPI00896744
Q8BPP0	IPI00656241
Q8BPP1	IPI00331024
Q8BPP5	IPI00223520
Q8BPQ7	IPI00223538
Q8BPQ7	IPI00844739
Q8BPS4	IPI00331026
Q8BPT6	IPI00331027
Q8BPU7	IPI00131428
Q8BPU7	IPI00310489
Q8BPU7	IPI00310490
Q8BPU7	IPI00310491
Q8BPW0	IPI00223632
Q8BPX9	IPI00124097
Q8BPY9	IPI00331030
Q8BPZ8	IPI00402791
Q8BPZ8	IPI00761945
Q8BQ30	IPI00336929
Q8BQ30	IPI00607928
Q8BQ33	IPI00656283
Q8BQ47	IPI00875961
Q8BQ48	IPI00228768
Q8BQ48	IPI00556726
Q8BQ48	IPI00785510
Q8BQ48	IPI00889221
Q8BQ48	IPI00889316
Q8BQ48	IPI01016246
Q8BQ86	IPI00223686
Q8BQ89	IPI00380103
Q8BQB4	IPI00338099
Q8BQB6	IPI00309519
Q8BQC3	IPI00223742
Q8BQC3	IPI00515418
Q8BQC8	IPI00223748
Q8BQH4	IPI00223807
Q8BQH6	IPI00223811
